City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,watampone,-4.5386,120.3279,25.43,90,100,1.06,ID,1732995345
299,praia da vitoria,38.7333,-27.0667,15.14,88,40,5.57,PT,1732995178
300,fort-shevchenko,44.5086,50.263,3.62,76,93,3.63,KZ,1732995347
301,lycksele,64.5954,18.6735,-9.07,92,75,0.0,SE,1732995349
302,westport,41.1415,-73.3579,4.39,47,20,4.12,US,1732995194
303,ilha de mocambique,-15.0342,40.7358,26.44,69,89,9.33,MZ,1732995351
304,yekaterinoslavka,50.3734,129.1139,-26.37,100,7,2.31,RU,1732995352
305,cole harbour,44.6724,-63.4751,2.71,90,100,6.69,CA,1732995353
306,polyarnyy,69.1989,33.4478,-6.99,81,93,9.28,RU,1732995354
307,gobabis,-22.45,18.9667,24.6,10,0,4.47,NA,1732995355
308,zakynthos,37.7914,20.8953,13.72,71,93,3.48,GR,1732995357
309,geraldton,-28.7667,114.6,20.23,77,100,4.12,AU,1732995358
310,fauske,67.2588,15.3918,-1.7,71,100,2.01,NO,1732995359
311,daxi,24.8837,121.2904,17.64,71,21,1.68,TW,1732995360
312,katsuura,35.1333,140.3,10.94,67,1,6.27,JP,1732995361
313,manghit,42.1156,60.0597,6.17,69,100,3.06,UZ,1732995362
314,al burayqah,30.4062,19.5739,19.21,41,5,3.35,LY,1732995363
315,st. john's,47.5649,-52.7093,4.6,95,100,4.12,CA,1732995365
316,nieuw amsterdam,5.8833,-55.0833,27.01,89,40,0.0,SR,1732995366
317,chibougamau,49.9168,-74.3659,-5.21,86,100,4.12,CA,1732995140
318,graaff-reinet,-32.2522,24.5308,16.07,68,50,5.57,ZA,1732995368
319,harstad,68.799,16.5293,-2.14,95,100,2.68,NO,1732995369
320,zhanaozen,43.3,52.8,0.64,91,47,2.6,KZ,1732995370
321,curuzu cuatia,-29.7917,-58.0546,29.69,59,32,4.8,AR,1732995371
322,fresno,36.6666,-119.8343,9.13,87,100,1.54,US,1732995329
323,nogliki,51.8333,143.1667,-3.76,92,100,4.72,RU,1732995373
324,majene,-3.5403,118.9707,25.48,83,100,2.4,ID,1732995374
325,california,38.3004,-76.5074,5.06,43,0,5.66,US,1732995375
326,howard springs,-12.497,131.047,24.95,100,100,1.5,AU,1732995376
327,sydney mines,46.2367,-60.2177,6.36,64,20,4.63,CA,1732995377
328,sosnovo-ozerskoye,52.5249,111.5418,-14.02,83,100,4.62,RU,1732995379
329,carutapera,-1.195,-46.02,29.19,63,33,3.38,BR,1732995182
330,usinsk,65.9939,57.5281,-6.21,95,97,7.98,RU,1732995382
331,arteche,12.2645,125.4048,25.8,90,82,0.39,PH,1732995383
332,beira,-19.8436,34.8389,24.05,69,0,3.09,MZ,1732995384
333,nagqu,31.5,92.0,-7.73,33,81,0.18,CN,1732995385
334,alesund,62.4723,6.1549,11.29,93,75,5.66,NO,1732995387
335,yinchuan,38.4681,106.2731,1.3,36,0,1.23,CN,1732995389
336,hermanus,-34.4187,19.2345,18.22,79,78,3.62,ZA,1732995391
337,nizhniy kuranakh,58.8353,125.4869,-20.89,99,100,1.54,RU,1732995392
338,znojmo,48.8555,16.0488,1.67,88,5,1.22,CZ,1732995393
339,tezu,27.9167,96.1667,15.52,36,0,2.11,IN,1732995394
340,argo,37.6333,22.7333,12.78,78,78,1.58,GR,1732995396
341,lamu,-2.2717,40.902,27.25,82,87,4.71,KE,1732995397
342,pescara,42.3333,13.95,8.31,92,99,1.33,IT,1732995398
343,uray,60.1247,64.7758,-5.62,89,28,4.09,RU,1732995400
344,nova sintra,14.8667,-24.7167,26.63,69,11,4.99,CV,1732995401
345,tateyama,34.9833,139.8667,11.18,67,4,5.49,JP,1732995402
346,puerto baquerizo moreno,-0.9,-89.6,26.55,61,40,6.17,EC,1732995403
347,la junta,37.985,-103.5438,8.16,31,0,2.06,US,1732995404
348,tupiza,-21.45,-65.7167,14.64,73,100,3.46,BO,1732995405
349,playa del ingles,27.7567,-15.5787,24.66,40,88,0.88,ES,1732995406
350,timimoun,29.2639,0.231,18.78,31,0,3.36,DZ,1732995407
351,zaio,34.9428,-2.7329,14.9,48,37,0.9,MA,1732995408
352,yantarnyy,54.8717,19.9381,5.4,76,67,9.24,RU,1732995409
353,esmeraldas,-19.7625,-44.3139,25.49,77,98,1.09,BR,1732995410
354,haparanda,65.8355,24.1368,-3.97,97,100,2.7,SE,1732995411
355,billings,45.7833,-108.5007,3.92,56,100,6.17,US,1732995413
356,mandaguacu,-23.3472,-52.0953,26.78,83,75,3.6,BR,1732995414
357,ceeldheer,3.8488,47.1806,26.14,74,55,8.32,SO,1732995415
358,gadzhiyevo,69.2551,33.3362,-7.13,82,81,9.87,RU,1732995416
359,alofi,-19.0595,-169.9187,25.94,83,75,5.66,NU,1732995214
360,saint-pierre,-21.3393,55.4781,23.82,73,40,0.0,RE,1732995418
361,karratha,-20.7377,116.8463,26.03,73,7,5.44,AU,1732995419
362,arenas de san pedro,40.2104,-5.0869,12.07,72,87,2.0,ES,1732995420
363,kabansk,52.0486,106.6528,-14.38,83,12,2.32,RU,1732995421
364,sao miguel do araguaia,-13.275,-50.1628,26.46,81,98,2.86,BR,1732995422
365,vernon,50.2581,-119.2691,3.02,79,100,3.58,CA,1732995423
366,amasra,41.7463,32.3863,10.06,78,2,3.11,TR,1732995424
367,nemuro,43.3236,145.575,1.48,70,0,7.52,JP,1732995425
368,kirkkonummi,60.1238,24.4385,6.71,83,100,9.98,FI,1732995426
369,kone,-21.0595,164.8658,25.38,67,1,1.58,NC,1732995428
370,taltal,-25.4,-70.4833,18.95,72,30,3.76,CL,1732995429
371,butembo,0.15,29.2833,14.17,97,74,0.86,CD,1732995430
372,chonchi,-42.6128,-73.8092,13.32,63,87,1.02,CL,1732995431
373,tulun,54.5611,100.5792,-15.66,97,11,0.51,RU,1732995432
374,custodia,-8.0875,-37.6431,34.71,18,11,0.73,BR,1732995433
375,la'ie,21.6477,-157.9253,25.62,78,68,2.24,US,1732995434
376,tulu bolo,8.6667,38.2167,12.57,55,19,1.28,ET,1732995435
377,homer,59.6425,-151.5483,-9.07,73,0,0.0,US,1732995436
378,fort mcmurray,56.7268,-111.381,-20.23,77,100,3.09,CA,1732995438
379,khandyga,62.6667,135.6,-19.96,100,100,0.77,RU,1732995439
380,carnarvon,-24.8667,113.6333,22.58,76,52,6.35,AU,1732995440
381,kargasok,59.0556,80.8572,-10.42,97,92,3.82,RU,1732995441
382,hailar,49.2,119.7,-14.34,96,100,5.0,CN,1732995442
383,capo d'orlando,38.1435,14.7305,12.74,64,100,8.82,IT,1732995443
384,bikenibeu village,1.3673,173.1241,28.98,74,40,6.69,KI,1732995444
385,egilsstadir,65.2653,-14.3948,-2.05,93,100,13.38,IS,1732995445
386,mariental,-24.6333,17.9667,29.37,6,0,4.34,NA,1732995446
387,mar del plata,-38.0023,-57.5575,19.73,62,0,5.14,AR,1732995208
388,tommot,58.9564,126.2925,-20.18,98,100,2.5,RU,1732995448
389,kanniyakumari,8.0833,77.5667,26.63,81,100,8.98,IN,1732995449
390,shingu,33.7333,135.9833,7.28,76,0,2.48,JP,1732995450
391,saudarkrokur,65.7461,-19.6394,-4.48,82,86,12.37,IS,1732995452
392,naze,28.3667,129.4833,13.51,71,36,2.19,JP,1732995217
393,yarkovo,57.4028,67.0786,-6.67,95,16,3.05,RU,1732995455
394,sultanah,24.4926,39.5857,23.25,25,0,1.03,SA,1732995456
395,son la,21.3167,103.9,11.31,90,97,1.35,VN,1732995457
396,mil'kovo,55.6078,37.7956,1.86,65,100,3.59,RU,1732995458
397,chemin grenier,-20.4872,57.4656,24.77,78,61,4.04,MU,1732995459
398,khorramabad,33.4878,48.3558,1.79,69,0,3.09,IR,1732995460
399,az zuwaytinah,30.9522,20.1202,19.77,51,0,5.2,LY,1732995461
400,seka,17.9285,103.9552,16.39,79,37,2.42,TH,1732995462
401,tabou,4.423,-7.3528,26.55,82,1,3.5,CI,1732995463
402,sao joao da barra,-21.6403,-41.0511,27.05,84,99,5.91,BR,1732995465
403,ghat,24.9647,10.1728,16.26,26,64,0.71,LY,1732995466
404,yorkton,51.2167,-102.4677,-21.09,84,0,2.57,CA,1732995467
405,imbituba,-28.24,-48.6703,21.46,82,96,3.09,BR,1732995468
406,al jawf,29.5,38.75,12.52,42,0,3.69,SA,1732995469
407,suva,-18.1416,178.4415,22.71,100,75,2.06,FJ,1732995470
408,ampanihy,-24.7,44.75,21.13,68,0,4.59,MG,1732995471
409,diamantino,-14.4086,-56.4461,29.59,64,73,3.78,BR,1732995291
410,nandyal,15.4833,78.4833,23.17,85,100,2.62,IN,1732995473
411,iwye,53.9299,25.7727,1.82,87,100,2.43,BY,1732995474
412,ezine,39.7856,26.3408,12.85,64,100,4.14,TR,1732995475
413,tazovsky,67.4667,78.7,-8.94,91,100,8.87,RU,1732995207
414,san patricio,28.017,-97.5169,17.97,60,100,3.79,US,1732995477
415,murzuq,25.9155,13.9184,13.58,39,21,1.42,LY,1732995478
416,holualoa,19.6228,-155.9522,24.91,86,40,0.0,US,1732995479
417,richards bay,-28.783,32.0377,19.2,82,2,2.13,ZA,1732995481
418,peace river,56.2501,-117.286,-22.83,77,40,2.06,CA,1732995187
419,la tuque,47.4334,-72.7824,-2.86,86,100,2.57,CA,1732995483
420,morehead city,34.7229,-76.726,10.02,35,0,3.58,US,1732995484
421,newburgh,41.5034,-74.0104,3.41,56,75,7.2,US,1732995365
422,markovo,57.3206,107.0881,-28.44,100,99,0.82,RU,1732995487
423,namibe,-15.1961,12.1522,22.23,79,31,2.91,AO,1732995219
424,nanning,22.8167,108.3167,12.25,63,36,1.67,CN,1732995489
425,aligudarz,33.4006,49.6949,0.38,56,0,1.71,IR,1732995490
426,san luis de la loma,17.2706,-100.8939,29.11,66,16,4.23,MX,1732995491
427,salekhard,66.53,66.6019,-4.73,87,100,4.42,RU,1732995492
428,resende,-22.4689,-44.4467,25.6,84,100,2.83,BR,1732995494
429,alvaraes,-3.2208,-64.8042,34.93,24,63,0.73,BR,1732995495
430,at-bashi,41.1702,75.8106,-4.08,75,100,0.58,KG,1732995496
431,oroqen zizhiqi,50.5667,123.7167,-20.72,97,100,1.14,CN,1732995497
432,correntina,-13.3433,-44.6367,27.3,64,100,0.97,BR,1732995498
433,darwin,-12.4611,130.8418,24.99,94,100,1.54,AU,1732995499
434,la ronge,55.1001,-105.2842,-21.86,71,40,0.51,CA,1732995500
435,nyons,44.3333,5.1667,4.72,90,21,2.31,FR,1732995501
436,mhamid,29.82,-5.72,19.14,23,37,2.33,MA,1732995502
437,port blair,11.6667,92.75,25.02,94,75,1.03,IN,1732995503
438,brigantine,39.4101,-74.3646,4.11,48,20,6.69,US,1732995504
439,labytnangi,66.6572,66.4183,-4.97,87,100,4.13,RU,1732995505
440,demyansk,57.643,32.466,2.43,93,100,4.11,RU,1732995506
441,esmeralda,21.8525,-78.1169,28.25,64,94,4.17,CU,1732995507
442,wladyslawowo,54.7909,18.4009,3.85,73,98,5.35,PL,1732995508
443,haiku-pauwela,20.9219,-156.3051,25.09,72,20,6.26,US,1732995510
444,puerto aysen,-45.4,-72.7,12.54,85,99,2.93,CL,1732995463
445,christchurch,-43.5333,172.6333,14.07,88,3,2.57,NZ,1732995320
446,pariaman,-0.619,100.12,24.03,82,41,1.7,ID,1732995369
447,ape,57.5393,26.6929,4.2,86,100,4.87,LV,1732995514
448,remire-montjoly,4.9167,-52.2667,30.02,70,75,7.2,GF,1732995515
449,tsiombe,-25.3,45.4833,21.3,71,0,2.39,MG,1732995516
450,nikel,69.4128,30.222,-10.08,90,75,3.58,RU,1732995517
451,jilib,0.4883,42.7854,25.08,87,5,2.01,SO,1732995518
452,ust'-ilimsk,58.0006,102.6619,-29.57,100,78,1.47,RU,1732995519
453,macedo de cavaleiros,41.5382,-6.9611,12.38,84,100,1.7,PT,1732995520
454,chinoz,40.9364,68.7697,8.29,88,100,0.71,UZ,1732995521
455,brisas de zicatela,15.8369,-97.0419,29.29,74,0,0.0,MX,1732995522
456,les cayes,18.2,-73.75,28.02,80,84,4.11,HT,1732995227
457,kerikeri,-35.2268,173.9474,17.18,95,100,2.26,NZ,1732995526
458,nyanza,-2.3519,29.7509,14.24,94,21,1.66,RW,1732995527
459,nampula,-15.1165,39.2666,22.97,73,20,3.6,MZ,1732995528
460,impfondo,1.6381,18.0667,24.66,67,37,0.9,CG,1732995529
461,askoy,60.4092,5.226,10.16,100,100,8.75,NO,1732995530
462,bechar,31.6167,-2.2167,17.1,33,2,1.01,DZ,1732995531
463,gafsa,34.425,8.7842,16.12,55,75,4.12,TN,1732995532
464,as sulayyil,20.4607,45.5779,18.35,36,0,4.6,SA,1732995533
465,los frentones,-26.4077,-61.4137,33.97,46,82,4.06,AR,1732995534
466,inhambane,-23.865,35.3833,21.99,73,0,2.06,MZ,1732995536
467,esquel,-42.9,-71.3167,17.54,35,0,6.95,AR,1732995448
468,dzhalagash,45.0833,64.6667,3.56,87,100,2.77,KZ,1732995538
469,kalabo,-14.97,22.6814,23.63,69,63,2.11,ZM,1732995540
470,lazaro cardenas,17.9583,-102.2,28.78,62,0,5.08,MX,1732995408
471,kapa'a,22.0752,-159.319,24.71,89,20,2.57,US,1732995542
472,kourou,5.1552,-52.6478,26.7,80,62,3.13,GF,1732995543
473,tura,25.5198,90.2201,15.93,76,100,1.85,IN,1732995544
474,robore,-18.3333,-59.75,34.53,41,100,3.27,BO,1732995545
475,general pinedo,-27.3167,-61.2833,29.7,66,94,3.97,AR,1732995546
476,nikolayevsk-on-amure,53.1406,140.73,-1.2,98,100,1.33,RU,1732995547
477,krasnogorskiy,54.6025,61.231,-6.52,90,12,3.57,RU,1732995548
478,santa ana de yacuma,-13.75,-65.4333,33.97,55,20,6.17,BO,1732995550
479,salanso,12.1833,-4.0833,23.83,19,0,2.51,BF,1732995551
480,guiberoua,6.2392,-6.1727,25.65,72,100,1.04,CI,1732995552
481,warren,39.4334,-84.1666,1.42,43,0,5.66,US,1732995338
482,hasaki,35.7333,140.8333,12.68,57,0,4.59,JP,1732995554
483,belokurikha,51.9959,84.9896,-5.44,91,13,1.74,RU,1732995555
484,afaahiti,-17.75,-149.2833,25.87,82,42,5.67,PF,1732995556
485,feijo,-8.1642,-70.3536,30.06,60,98,0.58,BR,1732995558
486,moree,-29.4667,149.85,20.42,92,26,3.31,AU,1732995559
487,isola di capo rizzuto,38.96,17.0933,11.39,68,68,11.18,IT,1732995560
488,ouargla,31.9493,5.325,16.75,34,0,1.91,DZ,1732995562
489,berck-plage,50.407,1.5645,6.94,87,100,4.63,FR,1732995563
490,port moresby,-9.4431,147.1797,25.68,94,75,5.14,PG,1732995424
491,el calafate,-50.3408,-72.2768,11.21,61,40,9.57,AR,1732995566
492,dalandzadgad,43.5708,104.425,-3.06,40,52,10.43,MN,1732995567
493,tepeapulco,19.7833,-98.55,21.4,19,0,3.07,MX,1732995568
494,naryn,41.4287,75.9911,-6.81,67,100,2.96,KG,1732995569
495,mendi,-6.1761,143.6513,13.46,98,100,1.08,PG,1732995570
496,lodwar,3.1191,35.5973,30.6,41,29,0.89,KE,1732995571
497,merida,20.9667,-89.6167,30.57,51,75,0.45,MX,1732995571
498,namtsy,62.7161,129.6658,-21.09,93,100,3.06,RU,1732995574
499,korsakov,46.6328,142.7813,-2.09,78,87,8.41,RU,1732995575
500,ilhabela,-23.7781,-45.3581,24.85,88,100,1.35,BR,1732995577
501,haimen,23.1935,116.6142,15.28,81,60,2.37,CN,1732995578
502,nadvoitsy,63.8667,34.3167,-1.56,96,100,4.44,RU,1732995579
503,tyukhtet,56.5389,89.3011,-14.3,79,19,3.39,RU,1732995581
504,mata-utu,-13.2816,-176.1745,27.58,76,100,3.03,WF,1732995583
505,aldan,58.6031,125.3894,-23.0,99,100,1.81,RU,1732995584
506,cill airne,52.05,-9.5167,12.51,94,100,4.33,IE,1732995585
507,pacific grove,36.6177,-121.9166,19.67,70,0,2.06,US,1732995586
508,parras de la fuente,25.4167,-102.1833,22.45,33,100,1.89,MX,1732995587
509,dhromolaxia,34.8755,33.5868,13.18,76,0,2.57,CY,1732995588
510,lukoyanov,55.0277,44.4786,-0.47,88,100,2.48,RU,1732995589
511,slavsk,55.0425,21.677,1.39,91,61,3.21,RU,1732995590
512,northam,51.0333,-4.2167,14.23,90,80,9.08,GB,1732995591
513,solnechnyy,50.7214,136.6319,-6.04,91,100,1.95,RU,1732995593
514,barcelos,41.5388,-8.6151,16.11,79,100,3.24,PT,1732995594
515,kramfors,62.9316,17.7765,-2.11,100,100,0.51,SE,1732995595
516,dhuusamarreeb,5.535,46.3861,24.5,52,56,7.19,SO,1732995596
517,la foa,-21.7108,165.8276,24.15,71,80,0.86,NC,1732995597
518,nuku'alofa,-21.1333,-175.2,24.19,94,100,3.6,TO,1732995598
519,ariquemes,-9.9133,-63.0408,32.09,54,66,3.66,BR,1732995599
520,shache,38.4167,77.2406,0.44,51,18,0.95,CN,1732995600
521,awjilah,29.1081,21.2869,16.76,41,9,2.72,LY,1732995601
522,san antonio de pale,-1.4014,5.6325,26.28,85,100,4.71,GQ,1732995602
523,waitara,-38.925,174.25,14.44,95,99,3.16,NZ,1732995603
524,ryotsu-minato,38.0833,138.4333,9.41,57,94,7.6,JP,1732995604
525,wailea,19.8858,-155.123,25.34,83,40,1.54,US,1732995605
526,xuanzhou,30.9525,118.7553,8.68,61,0,1.51,CN,1732995607
527,tabina,7.4669,123.4081,26.64,85,100,2.06,PH,1732995608
528,morondava,-20.2833,44.2833,25.9,60,3,6.93,MG,1732995609
529,antofagasta,-23.65,-70.4,19.6,78,60,4.39,CL,1732995408
530,pemangkat,1.1667,108.9667,25.83,87,100,1.33,ID,1732995611
531,lhasa,29.65,91.1,-2.69,27,21,1.76,CN,1732995545
532,lubango,-14.9172,13.4925,18.92,94,52,3.09,AO,1732995613
533,bayji,34.9311,43.487,10.24,46,0,3.85,IQ,1732995614
534,katsuren-haebaru,26.3369,127.8719,16.01,89,20,2.57,JP,1732995615
535,lionel town,17.8101,-77.2406,29.04,72,30,4.43,JM,1732995616
536,temiskaming shores,47.4938,-79.7153,-5.11,76,100,2.9,CA,1732995618
537,benjamin aceval,-24.9667,-57.5667,31.92,61,100,2.05,PY,1732995619
538,tukrah,32.5341,20.5791,18.69,68,5,8.82,LY,1732995620
539,bowen,-20.0167,148.2333,24.57,89,88,1.86,AU,1732995621
540,glace bay,46.1969,-59.957,6.25,58,20,4.63,CA,1732995622
541,shahritus,37.2637,68.1385,9.6,79,100,2.53,TJ,1732995623
542,raton,36.9034,-104.4391,9.34,20,0,5.66,US,1732995624
543,aykhal,66.0,111.5,-31.36,100,98,1.48,RU,1732995625
544,serowe,-22.3833,26.7167,20.84,38,0,4.2,BW,1732995627
545,tiadiaye,14.4167,-16.7,27.16,18,0,1.77,SN,1732995628
546,mahibadhoo,3.7833,72.9667,27.73,75,100,8.38,MV,1732995629
547,nelson,-41.2833,173.2833,14.05,81,0,0.89,NZ,1732995630
548,al kharj,24.155,47.3346,15.32,35,0,3.49,SA,1732995631
549,chiredzi,-21.05,31.6667,22.1,43,0,1.52,ZW,1732995632
550,narathiwat,6.3333,101.75,23.64,97,100,1.54,TH,1732995633
551,princeville,45.7668,-61.2985,4.27,72,100,2.24,CA,1732995634
552,vrangel',42.7297,133.0839,-1.96,55,0,5.57,RU,1732995635
553,anahuac,27.2333,-100.15,18.7,31,68,2.96,MX,1732995574
554,weno,7.4515,151.8468,28.71,77,57,8.95,FM,1732995638
555,ouesso,1.6136,16.0517,24.43,68,7,0.89,CG,1732995639
556,boguchany,58.3814,97.4531,-21.8,99,9,0.25,RU,1732995641
557,tarko-sale,64.9225,77.785,-9.22,92,100,10.15,RU,1732995642
558,qusmuryn,52.4503,64.6311,-9.32,92,100,1.88,KZ,1732995643
559,revda,56.801,59.9303,-2.35,89,99,4.96,RU,1732995644
560,castillos,-34.1667,-53.8333,19.59,57,3,4.29,UY,1732995645
561,dubrajpur,23.8,87.3833,18.01,43,65,2.5,IN,1732995646
562,juchipila,21.4167,-103.1167,30.2,15,8,1.24,MX,1732995647
563,juneau,58.3019,-134.4197,-11.0,84,20,4.12,US,1732995648
564,amga,60.8953,131.9608,-19.28,98,100,1.74,RU,1732995649
565,piti village,13.4626,144.6933,27.03,92,0,2.57,GU,1732995650
566,boston,42.3584,-71.0598,5.65,48,20,5.14,US,1732995369
567,fish town,5.1964,-7.8756,24.53,85,94,1.38,LR,1732995653
568,salalah,17.0151,54.0924,29.05,32,0,5.66,OM,1732995654
569,xai-xai,-25.0519,33.6442,20.71,73,0,3.48,MZ,1732995655
570,narragansett,41.4501,-71.4495,5.77,44,0,3.6,US,1732995656
571,abay,49.6311,72.8539,0.78,98,100,4.76,KZ,1732995657
572,san marino,43.9333,12.4167,8.12,84,75,5.66,SM,1732995658
573,tinaquillo,9.9186,-68.3047,27.19,75,100,0.3,VE,1732995495
574,vanimo,-2.6741,141.3028,25.41,91,99,1.4,PG,1732995660
575,yemetsk,63.4721,41.7941,-5.64,88,71,2.71,RU,1732995661
576,krya vrysi,40.6872,22.3022,8.54,93,100,4.15,GR,1732995662
577,auki,-8.7676,160.7034,25.9,87,100,0.89,SB,1732995663
578,takab,36.4009,47.1133,-0.63,73,0,1.62,IR,1732995664
579,matoury,4.8483,-52.3317,29.98,70,75,7.2,GF,1732995665
580,lincoln city,44.9582,-124.0179,7.7,86,59,1.79,US,1732995666
581,songea,-10.6833,35.65,19.64,88,75,2.06,TZ,1732995668
582,ondjiva,-17.0667,15.7333,31.02,23,16,2.06,AO,1732995669
583,fuxin,42.0156,121.6589,-1.94,90,3,0.95,CN,1732995670
584,sinop,41.7711,34.8709,1.75,80,79,3.31,TR,1732995671
585,ishigaki,24.3448,124.1572,18.07,72,20,3.09,JP,1732995672
586,chakwal,32.9334,72.8585,12.92,44,0,1.42,PK,1732995673
587,corner brook,48.9667,-57.9484,1.32,80,52,3.15,CA,1732995455
588,taoudenni,22.6783,-3.9836,21.45,16,25,4.86,ML,1732995675
589,dezhou,37.4486,116.2925,6.27,60,14,2.19,CN,1732995676
590,mahina,-17.5065,-149.489,29.87,74,20,5.14,PF,1732995677
591,hilo,19.7297,-155.09,25.62,76,40,1.54,US,1732995678
592,labrador city,52.9463,-66.9114,-4.34,88,100,9.39,CA,1732995679
593,dudinka,69.4058,86.1778,-12.04,82,100,12.51,RU,1732995680
594,radnevo,42.3,25.9333,9.45,82,100,6.9,BG,1732995682
595,vila velha,-20.3297,-40.2925,27.19,85,75,5.14,BR,1732995396
